,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
13,34.0,No,Sales,10.000000000000002,Master,Medical,Medium,Female,High,2.9999999999999996,Sales Executive,Very High,Single,6687.000000000016,15318.000000000007,1.0,No,14.0,MISSING,Very High,0.0,10.000000000000002,2.0,Good,14.0,2.9999999999999996,9.0,7.000000000000001
14,47.0,Yes,Research & Development,29.000000000000007,Below College,Medical,Medium,Female,High,2.0000000000000004,Healthcare Representative,Low,Married,13769.999999999973,11354.000000000002,7.000000000000001,Yes,19.000000000000004,Excellent,Medium,0.0,17.0,2.0,Better,22.0,0.0,0.0,0.0
15,33.0,Yes,Research & Development,15.000000000000005,Bachelor,Medical,High,Female,High,1.0,Laboratory Technician,High,Married,6284.000000000002,6232.999999999998,1.0,No,11.999999999999998,MISSING,High,1.0,2.0000000000000004,2.0,Good,10.000000000000002,2.0000000000000004,2.0000000000000004,2.0000000000000004
16,35.0,Yes,Research & Development,1.0,College,Life Sciences,Low,Male,Low,1.0,Research Scientist,Medium,Single,2404.0000000000005,3871.9999999999995,7.000000000000001,Yes,12.999999999999996,Excellent,Very High,0.0,10.000000000000002,2.0,Better,1.0,7.000000000000001,2.9999999999999996,7.000000000000001
17,26.0,No,Research & Development,22.0,Bachelor,Life Sciences,Very High,Male,Low,1.0,Laboratory Technician,High,Single,4741.000000000003,19225.000000000004,0.0,No,15.000000000000005,Excellent,High,0.0,5.999999999999999,3.0,Better,5.000000000000001,4.0,4.0,2.9999999999999996
18,31.0,No,Research & Development,5.999999999999999,Bachelor,Life Sciences,High,Female,High,1.0,Laboratory Technician,Very High,Married,2301.9999999999986,17759.000000000004,1.0,Yes,12.999999999999996,Excellent,High,1.0,2.9999999999999996,2.0,Better,2.9999999999999996,2.0000000000000004,0.0,2.0000000000000004
19,26.0,No,Research & Development,5.000000000000001,Master,Life Sciences,Medium,Male,Medium,1.0,Research Scientist,Low,Married,4420.0,13071.999999999996,9.0,Yes,14.0,Outstanding,Very High,1.0,5.999999999999999,2.0,Best,8.000000000000002,1.0,0.0,0.0
20,55.0,Yes,Research & Development,22.999999999999996,College,Life Sciences,Medium,Male,Medium,2.0000000000000004,Manufacturing Director,High,Married,5415.0,15497.0,2.9999999999999996,Yes,12.999999999999996,Excellent,Low,0.0,8.000000000000002,4.0,Better,10.000000000000002,0.0,0.0,1.0
21,31.0,No,Sales,22.999999999999996,Master,Marketing,Medium,Female,High,2.0000000000000004,Sales Executive,High,Single,4174.000000000011,10034.000000000002,0.0,No,20.000000000000004,Excellent,High,0.0,10.000000000000002,3.0,Better,1.0,5.000000000000001,8.000000000000002,7.000000000000001
22,30.0,No,Research & Development,2.0000000000000004,College,Life Sciences,Very High,Male,High,2.0000000000000004,Manufacturing Director,High,Single,4114.999999999996,15834.0,2.0000000000000004,No,11.0,Excellent,Very High,0.0,5.000000000000001,3.0,Good,4.0,2.0000000000000004,0.0,2.0000000000000004
23,27.5,No,Sales,2.0000000000000004,Bachelor,Medical,Very High,Male,Medium,2.0000000000000004,Sales Executive,Medium,Married,1393.0000000000014,13243.000000000002,2.0000000000000004,No,14.0,MISSING,Very High,0.0,17.0,2.0,Good,1.0,5.999999999999999,0.0,8.000000000000002
24,33.5,No,Research & Development,23.999999999999996,Bachelor,Life Sciences,Very High,Male,High,4.0,Manufacturing Director,High,Married,2523.0000000000014,4161.0,2.9999999999999996,Yes,17.999999999999996,MISSING,Very High,1.0,22.0,2.0,Better,2.0000000000000004,11.0,1.0,5.000000000000001
25,35.0,No,Research & Development,4.0,College,Life Sciences,Low,Female,High,1.0,Research Scientist,High,Divorced,4601.0,3208.000000000001,1.0,No,11.0,Excellent,Medium,2.9999999999999996,5.000000000000001,2.0,Better,2.5000000000000004,2.9999999999999996,0.0,2.9999999999999996
26,39.0,No,Sales,2.0000000000000004,Doctor,Marketing,Medium,Male,High,2.0000000000000004,Sales Executive,Very High,Married,4108.00000000001,19658.00000000001,2.0000000000000004,No,14.0,Excellent,Low,1.0,14.0,2.0,Better,7.000000000000001,7.000000000000001,5.999999999999999,7.000000000000001
27,47.0,No,Research & Development,2.0000000000000004,Master,Medical,Low,Male,High,4.0,Research Director,High,Married,2063.999999999997,26703.0,2.9999999999999996,No,19.000000000000004,Excellent,Medium,2.0000000000000004,25.999999999999996,3.0,Best,5.000000000000001,17.0,5.000000000000001,5.999999999999999
28,51.0,Yes,Research & Development,2.9999999999999996,Master,Life Sciences,High,Female,Medium,1.0,Research Scientist,Very High,Married,16307.000000000013,4223.0,0.0,Yes,11.0,Excellent,Medium,1.0,1.0,2.0,Better,20.000000000000004,0.0,0.0,0.0
29,38.0,No,Sales,2.0000000000000004,Master,Marketing,High,Male,High,2.0000000000000004,Sales Executive,Medium,Married,8394.000000000015,3536.0000000000005,7.000000000000001,No,11.0,Excellent,Very High,1.0,4.0,2.0,Bad,1.0,0.0,0.0,0.0
30,36.0,No,Sales,2.9999999999999996,Master,Life Sciences,Medium,Male,High,2.0000000000000004,Sales Executive,Very High,Single,3687.999999999998,4980.999999999998,8.000000000000002,Yes,11.999999999999998,Excellent,High,0.0,19.000000000000004,2.0,Better,1.0,0.0,0.0,0.0
31,29.0,No,Research & Development,22.999999999999996,Bachelor,Medical,Medium,Male,High,2.0000000000000004,Laboratory Technician,Medium,Married,4318.999999999998,25043.0,4.0,No,11.999999999999998,Excellent,High,1.0,17.0,1.0,Best,10.000000000000002,2.0000000000000004,1.0,2.0000000000000004
32,34.0,No,Sales,28.000000000000004,Bachelor,Marketing,Very High,Male,Medium,2.0000000000000004,Sales Executive,High,Married,4032.999999999997,8978.0,1.0,No,21.0,Excellent,Very High,2.0000000000000004,8.000000000000002,3.0,Better,2.9999999999999996,7.000000000000001,1.0,7.000000000000001
33,27.5,Yes,Research & Development,29.000000000000007,Master,Life Sciences,Low,Female,High,2.9999999999999996,Manager,Medium,Married,2599.9999999999977,10267.999999999996,1.0,Yes,11.999999999999998,Excellent,Very High,1.0,10.000000000000002,2.0,Good,1.0,7.000000000000001,9.0,9.0
34,41.0,No,Research & Development,7.000000000000001,Bachelor,Life Sciences,Very High,Male,High,1.0,Laboratory Technician,Low,Single,8391.999999999995,19384.000000000007,2.9999999999999996,No,14.0,Excellent,Medium,0.0,11.0,2.0,Better,10.000000000000002,2.0000000000000004,1.0,2.0000000000000004
35,35.0,No,Research & Development,7.000000000000001,Bachelor,Life Sciences,Low,Female,High,5.000000000000001,Manager,Low,Married,9069.0,3854.000000000001,5.000000000000001,No,11.0,Outstanding,Very High,0.0,33.0,2.0,Bad,9.0,8.000000000000002,11.0,10.000000000000002
36,48.0,No,Research & Development,29.000000000000007,Master,Other,Very High,Male,High,2.0000000000000004,Research Scientist,Very High,Single,10999.000000000005,7744.0,1.0,No,25.0,MISSING,Medium,0.0,20.000000000000004,3.0,Better,15.000000000000005,11.0,12.999999999999996,17.0
37,38.0,No,Research & Development,28.000000000000004,Master,Life Sciences,High,Male,High,1.0,Research Scientist,Very High,Divorced,3944.0,26968.000000000004,4.0,No,22.0,Excellent,Low,1.0,11.0,3.0,Better,2.9999999999999996,5.000000000000001,1.0,7.000000000000001
38,45.5,Yes,Sales,29.000000000000007,College,Medical,Medium,Male,Low,2.0000000000000004,Sales Executive,Low,Single,3681.0000000000005,21812.99999999999,8.000000000000002,No,17.999999999999996,Excellent,Very High,0.0,7.000000000000001,2.0,Better,2.9999999999999996,2.0000000000000004,2.0000000000000004,2.0000000000000004
39,46.0,No,Research & Development,1.0,Master,Life Sciences,Medium,Male,Low,1.0,Research Scientist,Very High,Divorced,9619.00000000001,18959.0,1.0,No,17.999999999999996,Excellent,Very High,1.0,10.000000000000002,3.0,Better,9.0,7.000000000000001,2.0000000000000004,8.000000000000002
40,41.0,No,Sales,2.9999999999999996,Master,Life Sciences,Very High,Male,High,2.9999999999999996,Sales Executive,Very High,Divorced,2450.999999999999,6812.000000000001,5.999999999999999,No,12.999999999999996,Excellent,Medium,1.0,11.999999999999998,2.0,Better,9.0,9.0,0.0,8.000000000000002
41,36.0,No,Sales,10.000000000000002,Bachelor,Medical,High,Male,Medium,2.0000000000000004,Sales Executive,High,Single,6134.000000000004,23413.0,9.0,No,11.0,MISSING,High,0.0,8.000000000000002,3.0,Better,2.0000000000000004,2.0000000000000004,1.0,4.0
42,28.0,No,Research & Development,9.0,Doctor,Other,Medium,Male,Medium,1.0,Laboratory Technician,Very High,Single,2705.999999999997,7621.0,0.0,No,17.0,Excellent,High,0.0,4.0,3.0,Better,2.9999999999999996,2.0000000000000004,2.0000000000000004,2.0000000000000004
43,34.0,Yes,Sales,27.0,Bachelor,Life Sciences,High,Female,High,2.0000000000000004,Sales Executive,Very High,Single,14724.000000000005,13492.000000000004,1.0,Yes,17.999999999999996,Excellent,Very High,0.0,10.000000000000002,3.0,Better,16.0,7.000000000000001,7.000000000000001,7.000000000000001
44,34.0,No,Research & Development,16.0,Bachelor,Medical,Very High,Male,High,1.0,Laboratory Technician,Low,Divorced,3622.000000000009,24941.0,4.0,Yes,16.0,Excellent,Medium,1.0,17.0,3.0,Good,5.999999999999999,2.0000000000000004,2.0000000000000004,2.0000000000000004
45,56.0,No,Research & Development,21.0,Bachelor,Life Sciences,Medium,Female,Very High,1.0,Research Scientist,Low,Married,19942.999999999996,22977.0,1.0,Yes,11.999999999999998,MISSING,Low,1.0,8.000000000000002,2.0,Good,5.000000000000001,7.000000000000001,1.0,7.000000000000001
46,33.0,No,Research & Development,2.9999999999999996,Bachelor,Other,Very High,Male,High,2.0000000000000004,Healthcare Representative,Medium,Single,5206.999999999995,13848.000000000004,2.9999999999999996,No,15.000000000000005,Excellent,Low,0.0,8.000000000000002,3.0,Good,15.000000000000005,2.9999999999999996,0.0,1.0
47,41.0,No,Research & Development,11.999999999999998,Below College,Medical,High,Male,High,1.0,Research Scientist,Very High,Married,6150.999999999988,6984.0,8.000000000000002,Yes,22.999999999999996,Excellent,High,1.0,7.000000000000001,4.0,Better,19.000000000000004,2.0000000000000004,0.0,2.0000000000000004
48,44.0,No,Research & Development,2.9999999999999996,College,Medical,High,Male,Medium,2.0000000000000004,Laboratory Technician,High,Divorced,3419.9999999999995,10302.000000000002,0.0,No,15.000000000000005,Excellent,Very High,1.0,11.0,3.0,Better,5.000000000000001,8.000000000000002,0.0,7.000000000000001
49,21.0,No,Sales,2.9999999999999996,Bachelor,Medical,Very High,Male,High,4.0,Sales Executive,High,Divorced,3117.000000000001,10225.0,9.0,Yes,11.999999999999998,Excellent,Very High,2.0000000000000004,28.000000000000004,2.0,Good,2.0000000000000004,2.0000000000000004,11.0,12.999999999999996
50,26.0,No,Research & Development,7.000000000000001,Master,Medical,Very High,Male,High,2.0000000000000004,Research Scientist,Very High,Married,5472.000000000005,15695.999999999996,4.0,No,15.000000000000005,Excellent,Medium,1.0,14.0,2.0,Good,8.000000000000002,1.0,1.0,7.000000000000001
51,45.0,No,Sales,7.000000000000001,Master,Marketing,Very High,Male,Medium,2.0000000000000004,Sales Executive,Very High,Single,5154.0,7790.999999999999,0.0,No,20.000000000000004,MISSING,Low,0.0,8.000000000000002,3.0,Better,8.000000000000002,7.000000000000001,0.0,5.000000000000001
52,48.0,No,Research & Development,8.000000000000002,College,Medical,High,Male,Very High,2.0000000000000004,Research Scientist,High,Married,18265.000000000004,22161.99999999998,5.000000000000001,No,11.999999999999998,MISSING,High,1.0,9.0,2.0,Good,1.0,2.9999999999999996,1.0,2.9999999999999996
53,56.0,Yes,Research & Development,10.000000000000002,Master,Medical,Very High,Male,High,2.0000000000000004,Manufacturing Director,Low,Single,11102.999999999969,4992.000000000001,1.0,No,15.000000000000005,Excellent,Medium,0.0,10.000000000000002,1.0,Bad,10.000000000000002,2.9999999999999996,0.0,8.000000000000002
54,27.5,No,Research & Development,1.0,Master,Medical,Medium,Female,Very High,4.0,Research Director,Very High,Divorced,4868.999999999996,12413.999999999998,2.0000000000000004,No,12.999999999999996,Excellent,Very High,2.0000000000000004,30.999999999999996,3.0,Best,4.0,7.000000000000001,0.0,0.0
55,34.0,No,Sales,5.000000000000001,Below College,Medical,High,Male,High,1.0,Sales Representative,Low,Single,16833.999999999967,25479.0,1.0,Yes,11.0,MISSING,Very High,0.0,2.0000000000000004,2.0,Better,4.0,2.0000000000000004,1.0,2.0000000000000004
56,19.0,No,Research & Development,2.9999999999999996,College,Medical,Very High,Male,High,1.0,Laboratory Technician,Medium,Single,2564.0000000000045,15062.0,4.0,No,11.999999999999998,Excellent,High,0.0,12.999999999999996,3.0,Good,1.0,7.000000000000001,7.000000000000001,2.0000000000000004
57,26.0,Yes,Research & Development,5.000000000000001,Master,Technical Degree,High,Female,High,1.0,Laboratory Technician,High,Single,4174.000000000011,11179.0,1.0,Yes,12.999999999999996,Outstanding,High,0.0,2.0000000000000004,2.0,Good,2.9999999999999996,2.0000000000000004,2.0000000000000004,2.0000000000000004
58,44.0,No,Research & Development,2.0000000000000004,Bachelor,Medical,High,Male,High,1.0,Laboratory Technician,Very High,Single,2063.999999999997,6670.0,4.0,No,11.0,Outstanding,Very High,0.0,7.000000000000001,3.0,Better,2.5000000000000004,1.0,0.0,0.0
59,27.5,Yes,Research & Development,2.0000000000000004,Master,Life Sciences,Medium,Male,Low,1.0,Laboratory Technician,Very High,Divorced,2450.999999999999,17725.000000000004,4.0,Yes,12.999999999999996,Excellent,High,1.0,10.000000000000002,3.0,Good,1.0,7.000000000000001,1.0,0.0
60,24.0,No,Research & Development,1.0,Bachelor,Life Sciences,High,Male,High,1.0,Research Scientist,Very High,Married,10504.00000000001,5531.0,1.0,No,11.0,Excellent,High,1.0,5.000000000000001,2.0,Best,0.0,2.9999999999999996,0.0,2.9999999999999996
61,31.0,No,Research & Development,9.0,Bachelor,Medical,Very High,Male,High,1.0,Research Scientist,Very High,Married,3722.0000000000005,2612.9999999999986,1.0,No,22.999999999999996,Excellent,Very High,1.0,5.000000000000001,2.0,Good,2.0000000000000004,2.0000000000000004,0.0,4.0
62,39.5,No,Research & Development,7.000000000000001,Bachelor,Medical,Medium,Male,Medium,1.0,Research Scientist,Medium,Married,5208.000000000004,5348.000000000001,1.0,No,11.999999999999998,MISSING,Medium,1.0,5.999999999999999,2.0,Good,16.0,4.0,1.0,1.0
63,33.0,Yes,Research & Development,28.000000000000004,College,Life Sciences,Low,Male,Medium,2.0000000000000004,Laboratory Technician,Low,Single,4174.000000000011,22710.000000000004,2.9999999999999996,No,20.000000000000004,Excellent,Low,0.0,20.000000000000004,3.0,Better,10.000000000000002,2.9999999999999996,1.0,2.9999999999999996
64,28.0,No,Sales,5.999999999999999,Bachelor,Life Sciences,Very High,Female,High,2.9999999999999996,Manager,Very High,Single,2515.0000000000005,14674.0,2.9999999999999996,Yes,17.999999999999996,Excellent,High,0.0,16.0,4.0,Better,1.0,0.0,0.0,0.0
65,31.0,No,Research & Development,2.0000000000000004,Bachelor,Medical,Very High,Male,High,1.0,Research Scientist,Very High,Single,6929.000000000001,6297.000000000001,2.0000000000000004,No,12.999999999999996,Excellent,High,0.0,5.999999999999999,3.0,Good,8.000000000000002,2.0000000000000004,1.0,2.0000000000000004
66,30.0,No,Sales,9.0,Bachelor,Marketing,High,Female,High,5.000000000000001,Manager,High,Married,2063.999999999997,19519.000000000004,4.0,Yes,16.0,Outstanding,High,1.0,27.0,2.0,Better,5.000000000000001,0.0,0.0,0.0
67,27.0,No,Research & Development,2.9999999999999996,College,Medical,Very High,Male,Medium,1.0,Research Scientist,High,Single,18944.000000000004,10531.0,1.0,No,17.0,Excellent,Low,0.0,2.9999999999999996,3.0,Best,4.0,2.0000000000000004,1.0,0.0
68,40.0,Yes,Research & Development,2.9999999999999996,Below College,Technical Degree,High,Female,High,1.0,Research Scientist,Low,Single,3448.0000000000027,6582.0,0.0,No,22.0,Outstanding,High,0.0,7.000000000000001,2.0,Better,1.0,4.0,0.0,4.0
69,29.0,No,Research & Development,22.999999999999996,Doctor,Life Sciences,Low,Male,High,4.0,Research Director,Very High,Single,3811.999999999996,15901.0,2.0000000000000004,No,14.0,Excellent,Medium,0.0,16.0,3.0,Better,11.0,0.0,0.0,0.0
70,27.0,No,Research & Development,2.0000000000000004,Doctor,Medical,Very High,Male,High,1.0,Research Scientist,High,Married,2226.0000000000005,20470.999999999996,5.999999999999999,Yes,12.999999999999996,Excellent,Medium,1.0,5.999999999999999,3.0,Bad,5.000000000000001,0.0,0.0,1.0
71,46.0,No,Research & Development,10.000000000000002,Bachelor,Life Sciences,High,Male,Very High,2.9999999999999996,Research Director,Very High,Married,8577.999999999996,15471.000000000002,1.0,Yes,25.0,Excellent,Low,1.0,16.0,3.0,Better,9.0,11.0,5.999999999999999,8.000000000000002
72,36.0,No,Research & Development,7.000000000000001,Bachelor,Medical,Low,Male,High,1.0,Research Scientist,High,Married,4174.000000000011,20100.0,4.0,Yes,19.000000000000004,Excellent,High,1.0,7.000000000000001,3.0,Good,4.0,2.0000000000000004,0.0,2.0000000000000004
73,36.0,No,Research & Development,25.0,Doctor,Medical,Medium,Male,High,2.0000000000000004,Research Scientist,High,Married,2644.000000000002,23866.00000000001,2.9999999999999996,Yes,15.000000000000005,Outstanding,Low,2.0000000000000004,15.000000000000005,3.0,Better,2.9999999999999996,11.0,10.000000000000002,7.000000000000001
74,50.0,No,Research & Development,2.0000000000000004,Below College,Life Sciences,Very High,Male,Medium,2.0000000000000004,Manufacturing Director,High,Married,19331.000000000025,14074.0,1.0,No,17.0,Excellent,High,0.0,10.000000000000002,2.0,Good,1.0,9.0,1.0,9.0
75,37.0,No,Research & Development,1.0,Master,Life Sciences,High,Male,High,2.0000000000000004,Healthcare Representative,High,Divorced,13663.999999999998,26236.000000000004,1.0,No,21.0,Excellent,Low,1.0,12.999999999999996,2.0,Good,5.000000000000001,11.999999999999998,1.0,9.0
76,22.0,No,Research & Development,2.0000000000000004,Bachelor,Medical,Medium,Female,Medium,2.0000000000000004,Laboratory Technician,High,Married,2244.0000000000036,13435.999999999996,5.999999999999999,No,22.0,Excellent,Medium,1.0,20.000000000000004,1.0,Better,2.0000000000000004,0.0,0.0,0.0
77,40.0,Yes,Sales,1.0,College,Life Sciences,Low,Female,Low,2.0000000000000004,Sales Executive,Medium,Single,4244.0,12147.0,5.999999999999999,No,15.000000000000005,Outstanding,Medium,0.0,10.000000000000002,2.0,Better,8.000000000000002,0.0,0.0,0.0
78,33.0,No,Research & Development,1.0,Master,Medical,Very High,Female,High,5.000000000000001,Research Director,Very High,Divorced,4508.000000000002,21445.0,9.0,No,17.0,Outstanding,Very High,2.0000000000000004,22.999999999999996,4.0,Better,12.999999999999996,2.0000000000000004,2.0000000000000004,2.0000000000000004
79,40.0,No,Research & Development,2.0000000000000004,College,Life Sciences,Very High,Female,High,1.0,Laboratory Technician,Very High,Single,10504.00000000001,11864.0,0.0,No,12.999999999999996,Excellent,High,0.0,8.000000000000002,2.0,Good,5.000000000000001,7.000000000000001,2.9999999999999996,5.999999999999999
80,28.0,No,Sales,8.000000000000002,Bachelor,Life Sciences,Very High,Male,High,2.9999999999999996,Sales Executive,High,Single,16833.999999999967,2975.0000000000005,1.0,No,15.000000000000005,Excellent,Very High,0.0,9.0,2.0,Better,8.000000000000002,8.000000000000002,1.0,7.000000000000001
81,48.0,No,Sales,19.000000000000004,Bachelor,Life Sciences,High,Male,Medium,2.0000000000000004,Sales Executive,High,Divorced,2063.999999999997,23756.999999999996,1.0,No,14.0,Excellent,High,2.0000000000000004,10.000000000000002,2.0,Better,0.0,7.000000000000001,0.0,4.0
82,44.0,No,Research & Development,10.000000000000002,Master,Medical,Very High,Male,High,1.0,Research Scientist,High,Divorced,19048.999999999993,5971.999999999999,1.0,Yes,17.0,Excellent,Very High,1.0,5.000000000000001,1.0,Best,22.0,2.9999999999999996,2.0000000000000004,0.0
83,29.0,No,Research & Development,9.0,Bachelor,Medical,Very High,Female,High,1.0,Research Scientist,Medium,Divorced,7336.0,5970.0,5.999999999999999,No,17.999999999999996,Excellent,Very High,1.0,5.999999999999999,3.0,Bad,11.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
84,35.0,No,Sales,1.0,Master,Marketing,High,Male,Medium,2.0000000000000004,Sales Executive,Low,Single,10903.00000000002,23016.000000000004,0.0,No,14.0,Excellent,Medium,0.0,16.0,2.0,Better,12.999999999999996,12.999999999999996,2.0000000000000004,8.000000000000002
85,26.0,No,Sales,2.9999999999999996,Bachelor,Medical,Low,Female,Medium,2.9999999999999996,Sales Executive,Very High,Married,4157.0,12694.999999999998,0.0,No,19.000000000000004,Excellent,High,2.0000000000000004,10.000000000000002,2.0,Better,2.0000000000000004,7.000000000000001,2.9999999999999996,4.0
86,37.0,No,Research & Development,1.0,Bachelor,Life Sciences,Very High,Male,Medium,1.0,Laboratory Technician,Medium,Married,9524.99999999998,3708.0,5.000000000000001,No,17.0,Excellent,Low,1.0,7.000000000000001,2.0,Good,7.5,4.0,0.0,2.0000000000000004
87,38.0,No,Research & Development,9.0,Master,Life Sciences,Low,Male,Very High,1.0,Laboratory Technician,Medium,Married,1702.0000000000007,9238.0,1.0,No,22.0,Outstanding,Medium,0.0,5.000000000000001,3.0,Better,1.0,4.0,0.0,2.0000000000000004
88,48.0,No,Research & Development,5.999999999999999,Doctor,Life Sciences,High,Male,High,1.0,Research Scientist,High,Single,15202.00000000001,12430.0,2.9999999999999996,No,20.000000000000004,Outstanding,Low,0.0,8.000000000000002,3.0,Better,2.0000000000000004,4.0,1.0,4.0
89,31.0,Yes,Sales,7.000000000000001,College,Medical,Very High,Female,High,1.0,Sales Representative,High,Married,4559.000000000004,11739.999999999996,2.0000000000000004,Yes,11.0,Excellent,High,2.0000000000000004,19.000000000000004,2.0,Better,2.0000000000000004,7.000000000000001,7.000000000000001,7.000000000000001
90,27.5,No,Human Resources,2.0000000000000004,Bachelor,Human Resources,Low,Male,High,1.0,Human Resources,Medium,Divorced,18721.999999999993,7129.0,5.000000000000001,No,12.999999999999996,MISSING,Very High,2.9999999999999996,12.999999999999996,3.0,Better,23.999999999999996,10.000000000000002,2.9999999999999996,8.000000000000002
91,38.0,No,Sales,1.0,College,Medical,Medium,Female,Low,2.0000000000000004,Sales Executive,Very High,Married,5405.0,13272.999999999998,2.0000000000000004,Yes,22.0,Outstanding,High,2.9999999999999996,5.999999999999999,4.0,Good,4.0,2.9999999999999996,0.0,2.0000000000000004
92,40.0,No,Research & Development,1.0,Master,Medical,High,Female,Low,2.0000000000000004,Manufacturing Director,High,Married,4638.999999999991,4381.0,0.0,No,11.999999999999998,Excellent,Very High,1.0,5.999999999999999,2.0,Better,5.000000000000001,4.0,1.0,4.0
93,40.0,Yes,Sales,5.000000000000001,Bachelor,Technical Degree,Very High,Male,High,2.0000000000000004,Sales Representative,Very High,Married,2063.999999999997,3334.9999999999995,2.9999999999999996,No,14.0,Excellent,High,1.0,19.000000000000004,3.0,Best,7.000000000000001,0.0,0.0,0.0
94,18.0,No,Human Resources,17.0,Bachelor,Other,Medium,Female,Medium,2.9999999999999996,Human Resources,Low,Single,16833.999999999967,9769.000000000004,1.0,No,12.999999999999996,Excellent,Low,0.0,10.000000000000002,2.0,Good,0.0,9.0,0.0,9.0
