Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
27.5,No,Sales,2.0000000000000004,Bachelor,Medical,1,1.0,0,2.0000000000000004,Sales Executive,Medium,1,1393.0000000000016,13243.000000000002,2.0000000000000004,0.0,14.0,MISSING,Very High,0.0,17.0,2.0,0,1.0,5.999999999999999,0.0,8.000000000000002
33.5,No,Research & Development,24.0,Bachelor,Life Sciences,1,1.0,1,4.0,Manufacturing Director,High,1,2523.000000000001,4161.0,3.0,1.0,17.999999999999996,MISSING,Very High,1.0,22.0,2.0,1,2.0000000000000004,11.0,1.0,5.000000000000001
35.0,No,Research & Development,4.0,College,Life Sciences,0,0.0,1,1.0,Research Scientist,High,0,4601.0,3208.0000000000014,1.0,0.0,11.0,Excellent,Medium,3.0,5.000000000000001,2.0,1,2.5000000000000004,3.0,0.0,3.0
39.0,No,Sales,2.0000000000000004,Doctor,Marketing,0,1.0,1,2.0000000000000004,Sales Executive,Very High,1,4108.00000000001,19658.00000000001,2.0000000000000004,0.0,14.0,Excellent,Low,1.0,14.0,2.0,1,7.000000000000001,7.000000000000001,5.999999999999999,7.000000000000001
47.0,No,Research & Development,2.0000000000000004,Master,Medical,0,1.0,1,4.0,Research Director,High,1,2063.999999999997,26703.0,3.0,0.0,19.000000000000004,Excellent,Medium,2.0000000000000004,26.0,3.0,1,5.000000000000001,17.0,5.000000000000001,5.999999999999999
51.0,Yes,Research & Development,3.0,Master,Life Sciences,1,0.0,0,1.0,Research Scientist,Very High,1,16307.000000000013,4223.0,0.0,1.0,11.0,Excellent,Medium,1.0,1.0,2.0,1,20.000000000000004,0.0,0.0,0.0
38.0,No,Sales,2.0000000000000004,Master,Marketing,1,1.0,1,2.0000000000000004,Sales Executive,Medium,1,8394.000000000015,3536.0000000000005,7.000000000000001,0.0,11.0,Excellent,Very High,1.0,4.0,2.0,0,1.0,0.0,0.0,0.0
36.0,No,Sales,3.0,Master,Life Sciences,0,1.0,1,2.0000000000000004,Sales Executive,Very High,0,3687.999999999998,4980.999999999998,8.000000000000002,1.0,11.999999999999998,Excellent,High,0.0,19.000000000000004,2.0,1,1.0,0.0,0.0,0.0
29.0,No,Research & Development,23.0,Bachelor,Medical,0,1.0,1,2.0000000000000004,Laboratory Technician,Medium,1,4318.999999999998,25043.0,4.0,0.0,11.999999999999998,Excellent,High,1.0,17.0,1.0,1,10.000000000000002,2.0000000000000004,1.0,2.0000000000000004
34.0,No,Sales,28.000000000000004,Bachelor,Marketing,1,1.0,0,2.0000000000000004,Sales Executive,High,1,4032.999999999997,8978.0,1.0,0.0,21.0,Excellent,Very High,2.0000000000000004,8.000000000000002,3.0,1,3.0,7.000000000000001,1.0,7.000000000000001
27.5,Yes,Research & Development,29.00000000000001,Master,Life Sciences,0,0.0,1,3.0,Manager,Medium,1,2599.9999999999977,10267.999999999996,1.0,1.0,11.999999999999998,Excellent,Very High,1.0,10.000000000000002,2.0,0,1.0,7.000000000000001,9.0,9.0
41.0,No,Research & Development,7.000000000000001,Bachelor,Life Sciences,1,1.0,1,1.0,Laboratory Technician,Low,0,8391.999999999995,19384.000000000007,3.0,0.0,14.0,Excellent,Medium,0.0,11.0,2.0,1,10.000000000000002,2.0000000000000004,1.0,2.0000000000000004
35.0,No,Research & Development,7.000000000000001,Bachelor,Life Sciences,0,0.0,1,5.000000000000001,Manager,Low,1,9069.0,3854.0000000000014,5.000000000000001,0.0,11.0,Outstanding,Very High,0.0,33.0,2.0,0,9.0,8.000000000000002,11.0,10.000000000000002
48.0,No,Research & Development,29.00000000000001,Master,Other,1,1.0,1,2.0000000000000004,Research Scientist,Very High,0,10999.000000000005,7744.0,1.0,0.0,25.0,MISSING,Medium,0.0,20.000000000000004,3.0,1,15.000000000000005,11.0,12.999999999999995,17.0
38.0,No,Research & Development,28.000000000000004,Master,Life Sciences,1,1.0,1,1.0,Research Scientist,Very High,0,3944.0,26968.000000000004,4.0,0.0,22.0,Excellent,Low,1.0,11.0,3.0,1,3.0,5.000000000000001,1.0,7.000000000000001
45.5,Yes,Sales,29.00000000000001,College,Medical,0,1.0,0,2.0000000000000004,Sales Executive,Low,0,3681.0000000000014,21812.99999999999,8.000000000000002,0.0,17.999999999999996,Excellent,Very High,0.0,7.000000000000001,2.0,1,3.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
46.0,No,Research & Development,1.0,Master,Life Sciences,0,1.0,0,1.0,Research Scientist,Very High,0,9619.00000000001,18959.0,1.0,0.0,17.999999999999996,Excellent,Very High,1.0,10.000000000000002,3.0,1,9.0,7.000000000000001,2.0000000000000004,8.000000000000002
41.0,No,Sales,3.0,Master,Life Sciences,1,1.0,1,3.0,Sales Executive,Very High,0,2450.999999999999,6812.000000000001,5.999999999999999,0.0,12.999999999999995,Excellent,Medium,1.0,11.999999999999998,2.0,1,9.0,9.0,0.0,8.000000000000002
36.0,No,Sales,10.000000000000002,Bachelor,Medical,1,1.0,0,2.0000000000000004,Sales Executive,High,0,6134.000000000004,23413.0,9.0,0.0,11.0,MISSING,High,0.0,8.000000000000002,3.0,1,2.0000000000000004,2.0000000000000004,1.0,4.0
28.0,No,Research & Development,9.0,Doctor,Other,0,1.0,0,1.0,Laboratory Technician,Very High,0,2705.999999999997,7621.0,0.0,0.0,17.0,Excellent,High,0.0,4.0,3.0,1,3.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
34.0,Yes,Sales,27.0,Bachelor,Life Sciences,1,0.0,1,2.0000000000000004,Sales Executive,Very High,0,14724.000000000005,13492.000000000005,1.0,1.0,17.999999999999996,Excellent,Very High,0.0,10.000000000000002,3.0,1,16.0,7.000000000000001,7.000000000000001,7.000000000000001
34.0,No,Research & Development,16.0,Bachelor,Medical,1,1.0,1,1.0,Laboratory Technician,Low,0,3622.000000000009,24941.0,4.0,1.0,16.0,Excellent,Medium,1.0,17.0,3.0,0,5.999999999999999,2.0000000000000004,2.0000000000000004,2.0000000000000004
56.0,No,Research & Development,21.0,Bachelor,Life Sciences,0,0.0,1,1.0,Research Scientist,Low,1,19943.0,22977.0,1.0,1.0,11.999999999999998,MISSING,Low,1.0,8.000000000000002,2.0,0,5.000000000000001,7.000000000000001,1.0,7.000000000000001
33.0,No,Research & Development,3.0,Bachelor,Other,1,1.0,1,2.0000000000000004,Healthcare Representative,Medium,0,5206.999999999995,13848.000000000005,3.0,0.0,15.000000000000005,Excellent,Low,0.0,8.000000000000002,3.0,0,15.000000000000005,3.0,0.0,1.0
41.0,No,Research & Development,11.999999999999998,Below College,Medical,1,1.0,1,1.0,Research Scientist,Very High,1,6150.999999999988,6984.0,8.000000000000002,1.0,23.0,Excellent,High,1.0,7.000000000000001,4.0,1,19.000000000000004,2.0000000000000004,0.0,2.0000000000000004
44.0,No,Research & Development,3.0,College,Medical,1,1.0,0,2.0000000000000004,Laboratory Technician,High,0,3419.9999999999995,10302.000000000002,0.0,0.0,15.000000000000005,Excellent,Very High,1.0,11.0,3.0,1,5.000000000000001,8.000000000000002,0.0,7.000000000000001
21.0,No,Sales,3.0,Bachelor,Medical,1,1.0,1,4.0,Sales Executive,High,0,3117.0000000000014,10225.0,9.0,1.0,11.999999999999998,Excellent,Very High,2.0000000000000004,28.000000000000004,2.0,0,2.0000000000000004,2.0000000000000004,11.0,12.999999999999995
26.0,No,Research & Development,7.000000000000001,Master,Medical,1,1.0,1,2.0000000000000004,Research Scientist,Very High,1,5472.000000000005,15695.999999999995,4.0,0.0,15.000000000000005,Excellent,Medium,1.0,14.0,2.0,0,8.000000000000002,1.0,1.0,7.000000000000001
45.0,No,Sales,7.000000000000001,Master,Marketing,1,1.0,0,2.0000000000000004,Sales Executive,Very High,0,5154.0,7790.999999999999,0.0,0.0,20.000000000000004,MISSING,Low,0.0,8.000000000000002,3.0,1,8.000000000000002,7.000000000000001,0.0,5.000000000000001
48.0,No,Research & Development,8.000000000000002,College,Medical,1,1.0,1,2.0000000000000004,Research Scientist,High,1,18265.000000000004,22161.99999999998,5.000000000000001,0.0,11.999999999999998,MISSING,High,1.0,9.0,2.0,0,1.0,3.0,1.0,3.0
56.0,Yes,Research & Development,10.000000000000002,Master,Medical,1,1.0,1,2.0000000000000004,Manufacturing Director,Low,0,11102.999999999969,4992.000000000001,1.0,0.0,15.000000000000005,Excellent,Medium,0.0,10.000000000000002,1.0,0,10.000000000000002,3.0,0.0,8.000000000000002
27.5,No,Research & Development,1.0,Master,Medical,0,0.0,1,4.0,Research Director,Very High,0,4868.999999999995,12413.999999999998,2.0000000000000004,0.0,12.999999999999995,Excellent,Very High,2.0000000000000004,31.0,3.0,1,4.0,7.000000000000001,0.0,0.0
34.0,No,Sales,5.000000000000001,Below College,Medical,1,1.0,1,1.0,Sales Representative,Low,0,16833.999999999967,25479.0,1.0,1.0,11.0,MISSING,Very High,0.0,2.0000000000000004,2.0,1,4.0,2.0000000000000004,1.0,2.0000000000000004
19.0,No,Research & Development,3.0,College,Medical,1,1.0,1,1.0,Laboratory Technician,Medium,0,2564.0000000000045,15062.0,4.0,0.0,11.999999999999998,Excellent,High,0.0,12.999999999999995,3.0,0,1.0,7.000000000000001,7.000000000000001,2.0000000000000004
26.0,Yes,Research & Development,5.000000000000001,Master,Technical Degree,1,0.0,1,1.0,Laboratory Technician,High,0,4174.000000000011,11179.0,1.0,1.0,12.999999999999995,Outstanding,High,0.0,2.0000000000000004,2.0,0,3.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
44.0,No,Research & Development,2.0000000000000004,Bachelor,Medical,1,1.0,1,1.0,Laboratory Technician,Very High,0,2063.999999999997,6670.0,4.0,0.0,11.0,Outstanding,Very High,0.0,7.000000000000001,3.0,1,2.5000000000000004,1.0,0.0,0.0
27.5,Yes,Research & Development,2.0000000000000004,Master,Life Sciences,0,1.0,0,1.0,Laboratory Technician,Very High,0,2450.999999999999,17725.000000000004,4.0,1.0,12.999999999999995,Excellent,High,1.0,10.000000000000002,3.0,0,1.0,7.000000000000001,1.0,0.0
24.0,No,Research & Development,1.0,Bachelor,Life Sciences,1,1.0,1,1.0,Research Scientist,Very High,1,10504.00000000001,5531.0,1.0,0.0,11.0,Excellent,High,1.0,5.000000000000001,2.0,1,0.0,3.0,0.0,3.0
31.0,No,Research & Development,9.0,Bachelor,Medical,1,1.0,1,1.0,Research Scientist,Very High,1,3722.0000000000014,2612.9999999999986,1.0,0.0,23.0,Excellent,Very High,1.0,5.000000000000001,2.0,0,2.0000000000000004,2.0000000000000004,0.0,4.0
39.5,No,Research & Development,7.000000000000001,Bachelor,Medical,0,1.0,0,1.0,Research Scientist,Medium,1,5208.000000000005,5348.000000000001,1.0,0.0,11.999999999999998,MISSING,Medium,1.0,5.999999999999999,2.0,0,16.0,4.0,1.0,1.0
33.0,Yes,Research & Development,28.000000000000004,College,Life Sciences,0,1.0,0,2.0000000000000004,Laboratory Technician,Low,0,4174.000000000011,22710.000000000004,3.0,0.0,20.000000000000004,Excellent,Low,0.0,20.000000000000004,3.0,1,10.000000000000002,3.0,1.0,3.0
28.0,No,Sales,5.999999999999999,Bachelor,Life Sciences,1,0.0,1,3.0,Manager,Very High,0,2515.0000000000005,14674.0,3.0,1.0,17.999999999999996,Excellent,High,0.0,16.0,4.0,1,1.0,0.0,0.0,0.0
31.0,No,Research & Development,2.0000000000000004,Bachelor,Medical,1,1.0,1,1.0,Research Scientist,Very High,0,6929.000000000001,6297.000000000001,2.0000000000000004,0.0,12.999999999999995,Excellent,High,0.0,5.999999999999999,3.0,0,8.000000000000002,2.0000000000000004,1.0,2.0000000000000004
30.0,No,Sales,9.0,Bachelor,Marketing,1,0.0,1,5.000000000000001,Manager,High,1,2063.999999999997,19519.000000000004,4.0,1.0,16.0,Outstanding,High,1.0,27.0,2.0,1,5.000000000000001,0.0,0.0,0.0
27.0,No,Research & Development,3.0,College,Medical,1,1.0,0,1.0,Research Scientist,High,0,18944.000000000004,10531.0,1.0,0.0,17.0,Excellent,Low,0.0,3.0,3.0,1,4.0,2.0000000000000004,1.0,0.0
40.0,Yes,Research & Development,3.0,Below College,Technical Degree,1,0.0,1,1.0,Research Scientist,Low,0,3448.000000000003,6582.0,0.0,0.0,22.0,Outstanding,High,0.0,7.000000000000001,2.0,1,1.0,4.0,0.0,4.0
29.0,No,Research & Development,23.0,Doctor,Life Sciences,0,1.0,1,4.0,Research Director,Very High,0,3811.999999999996,15901.0,2.0000000000000004,0.0,14.0,Excellent,Medium,0.0,16.0,3.0,1,11.0,0.0,0.0,0.0
27.0,No,Research & Development,2.0000000000000004,Doctor,Medical,1,1.0,1,1.0,Research Scientist,High,1,2226.0000000000005,20471.0,5.999999999999999,1.0,12.999999999999995,Excellent,Medium,1.0,5.999999999999999,3.0,0,5.000000000000001,0.0,0.0,1.0
46.0,No,Research & Development,10.000000000000002,Bachelor,Life Sciences,1,1.0,1,3.0,Research Director,Very High,1,8577.999999999996,15471.000000000002,1.0,1.0,25.0,Excellent,Low,1.0,16.0,3.0,1,9.0,11.0,5.999999999999999,8.000000000000002
36.0,No,Research & Development,7.000000000000001,Bachelor,Medical,0,1.0,1,1.0,Research Scientist,High,1,4174.000000000011,20100.0,4.0,1.0,19.000000000000004,Excellent,High,1.0,7.000000000000001,3.0,0,4.0,2.0000000000000004,0.0,2.0000000000000004
36.0,No,Research & Development,25.0,Doctor,Medical,0,1.0,1,2.0000000000000004,Research Scientist,High,1,2644.0000000000023,23866.00000000001,3.0,1.0,15.000000000000005,Outstanding,Low,2.0000000000000004,15.000000000000005,3.0,1,3.0,11.0,10.000000000000002,7.000000000000001
50.0,No,Research & Development,2.0000000000000004,Below College,Life Sciences,1,1.0,0,2.0000000000000004,Manufacturing Director,High,1,19331.000000000025,14074.0,1.0,0.0,17.0,Excellent,High,0.0,10.000000000000002,2.0,0,1.0,9.0,1.0,9.0
37.0,No,Research & Development,1.0,Master,Life Sciences,1,1.0,1,2.0000000000000004,Healthcare Representative,High,0,13663.999999999998,26236.000000000004,1.0,0.0,21.0,Excellent,Low,1.0,12.999999999999995,2.0,0,5.000000000000001,11.999999999999998,1.0,9.0
22.0,No,Research & Development,2.0000000000000004,Bachelor,Medical,0,0.0,0,2.0000000000000004,Laboratory Technician,High,1,2244.000000000004,13435.999999999995,5.999999999999999,0.0,22.0,Excellent,Medium,1.0,20.000000000000004,1.0,1,2.0000000000000004,0.0,0.0,0.0
40.0,Yes,Sales,1.0,College,Life Sciences,0,0.0,0,2.0000000000000004,Sales Executive,Medium,0,4244.0,12147.0,5.999999999999999,0.0,15.000000000000005,Outstanding,Medium,0.0,10.000000000000002,2.0,1,8.000000000000002,0.0,0.0,0.0
33.0,No,Research & Development,1.0,Master,Medical,1,0.0,1,5.000000000000001,Research Director,Very High,0,4508.000000000002,21445.0,9.0,0.0,17.0,Outstanding,Very High,2.0000000000000004,23.0,4.0,1,12.999999999999995,2.0000000000000004,2.0000000000000004,2.0000000000000004
40.0,No,Research & Development,2.0000000000000004,College,Life Sciences,1,0.0,1,1.0,Laboratory Technician,Very High,0,10504.00000000001,11864.0,0.0,0.0,12.999999999999995,Excellent,High,0.0,8.000000000000002,2.0,0,5.000000000000001,7.000000000000001,3.0,5.999999999999999
28.0,No,Sales,8.000000000000002,Bachelor,Life Sciences,1,1.0,1,3.0,Sales Executive,High,0,16833.999999999967,2975.0000000000005,1.0,0.0,15.000000000000005,Excellent,Very High,0.0,9.0,2.0,1,8.000000000000002,8.000000000000002,1.0,7.000000000000001
48.0,No,Sales,19.000000000000004,Bachelor,Life Sciences,1,1.0,0,2.0000000000000004,Sales Executive,High,0,2063.999999999997,23757.0,1.0,0.0,14.0,Excellent,High,2.0000000000000004,10.000000000000002,2.0,1,0.0,7.000000000000001,0.0,4.0
44.0,No,Research & Development,10.000000000000002,Master,Medical,1,1.0,1,1.0,Research Scientist,High,0,19048.999999999996,5971.999999999999,1.0,1.0,17.0,Excellent,Very High,1.0,5.000000000000001,1.0,1,22.0,3.0,2.0000000000000004,0.0
29.0,No,Research & Development,9.0,Bachelor,Medical,1,0.0,1,1.0,Research Scientist,Medium,0,7336.0,5970.0,5.999999999999999,0.0,17.999999999999996,Excellent,Very High,1.0,5.999999999999999,3.0,0,11.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
35.0,No,Sales,1.0,Master,Marketing,1,1.0,0,2.0000000000000004,Sales Executive,Low,0,10903.00000000002,23016.000000000004,0.0,0.0,14.0,Excellent,Medium,0.0,16.0,2.0,1,12.999999999999995,12.999999999999995,2.0000000000000004,8.000000000000002
26.0,No,Sales,3.0,Bachelor,Medical,0,0.0,0,3.0,Sales Executive,Very High,1,4157.0,12694.999999999998,0.0,0.0,19.000000000000004,Excellent,High,2.0000000000000004,10.000000000000002,2.0,1,2.0000000000000004,7.000000000000001,3.0,4.0
37.0,No,Research & Development,1.0,Bachelor,Life Sciences,1,1.0,0,1.0,Laboratory Technician,Medium,1,9524.99999999998,3708.0,5.000000000000001,0.0,17.0,Excellent,Low,1.0,7.000000000000001,2.0,0,7.5,4.0,0.0,2.0000000000000004
38.0,No,Research & Development,9.0,Master,Life Sciences,0,1.0,1,1.0,Laboratory Technician,Medium,1,1702.0000000000007,9238.0,1.0,0.0,22.0,Outstanding,Medium,0.0,5.000000000000001,3.0,1,1.0,4.0,0.0,2.0000000000000004
48.0,No,Research & Development,5.999999999999999,Doctor,Life Sciences,1,1.0,1,1.0,Research Scientist,High,0,15202.00000000001,12430.0,3.0,0.0,20.000000000000004,Outstanding,Low,0.0,8.000000000000002,3.0,1,2.0000000000000004,4.0,1.0,4.0
31.0,Yes,Sales,7.000000000000001,College,Medical,1,0.0,1,1.0,Sales Representative,High,1,4559.000000000005,11739.999999999995,2.0000000000000004,1.0,11.0,Excellent,High,2.0000000000000004,19.000000000000004,2.0,1,2.0000000000000004,7.000000000000001,7.000000000000001,7.000000000000001
27.5,No,Human Resources,2.0000000000000004,Bachelor,Human Resources,0,1.0,1,1.0,Human Resources,Medium,0,18721.999999999996,7129.0,5.000000000000001,0.0,12.999999999999995,MISSING,Very High,3.0,12.999999999999995,3.0,1,24.0,10.000000000000002,3.0,8.000000000000002
38.0,No,Sales,1.0,College,Medical,0,0.0,0,2.0000000000000004,Sales Executive,Very High,1,5405.0,13272.999999999998,2.0000000000000004,1.0,22.0,Outstanding,High,3.0,5.999999999999999,4.0,0,4.0,3.0,0.0,2.0000000000000004
40.0,No,Research & Development,1.0,Master,Medical,1,0.0,0,2.0000000000000004,Manufacturing Director,High,1,4638.999999999991,4381.0,0.0,0.0,11.999999999999998,Excellent,Very High,1.0,5.999999999999999,2.0,1,5.000000000000001,4.0,1.0,4.0
40.0,Yes,Sales,5.000000000000001,Bachelor,Technical Degree,1,1.0,1,2.0000000000000004,Sales Representative,Very High,1,2063.999999999997,3334.9999999999995,3.0,0.0,14.0,Excellent,High,1.0,19.000000000000004,3.0,1,7.000000000000001,0.0,0.0,0.0
18.0,No,Human Resources,17.0,Bachelor,Other,0,0.0,0,3.0,Human Resources,Low,0,16833.999999999967,9769.000000000004,1.0,0.0,12.999999999999995,Excellent,Low,0.0,10.000000000000002,2.0,0,0.0,9.0,0.0,9.0
37.0,No,Sales,1.0,College,Life Sciences,0,1.0,1,3.0,Sales Executive,Very High,1,2996.0000000000023,18092.0,3.0,0.0,14.0,MISSING,Very High,1.0,24.0,2.0,1,5.999999999999999,0.0,1.0,0.0
26.0,No,Human Resources,10.000000000000002,Master,Human Resources,0,0.0,0,5.000000000000001,Manager,Very High,0,2933.000000000004,8860.999999999995,3.0,0.0,15.000000000000005,Excellent,Medium,3.0,23.0,3.0,0,1.0,5.999999999999999,11.999999999999998,5.999999999999999
47.0,No,Sales,20.000000000000004,Bachelor,Technical Degree,1,1.0,1,1.0,Sales Representative,Very High,1,2976.0000000000023,18203.000000000007,1.0,0.0,15.000000000000005,Excellent,Medium,1.0,3.0,3.0,1,0.0,1.0,0.0,2.0000000000000004
36.0,No,Research & Development,5.999999999999999,Below College,Life Sciences,1,1.0,0,4.0,Healthcare Representative,High,1,2809.9999999999995,11652.0,2.0000000000000004,1.0,19.000000000000004,MISSING,Medium,1.0,29.99999999999999,1.0,1,5.000000000000001,11.0,2.0000000000000004,11.999999999999998
33.0,No,Research & Development,2.0000000000000004,Master,Life Sciences,1,0.0,1,2.0000000000000004,Healthcare Representative,Very High,1,3452.0,5718.0,1.0,0.0,12.999999999999995,Excellent,Medium,2.0000000000000004,10.000000000000002,4.0,1,3.0,2.0000000000000004,2.0000000000000004,2.0000000000000004
42.0,No,Research & Development,7.000000000000001,Bachelor,Technical Degree,1,1.0,1,1.0,Research Scientist,High,0,2758.9999999999995,7152.000000000003,1.0,0.0,12.999999999999995,MISSING,Medium,2.0000000000000004,1.0,2.0,0,2.0000000000000004,0.0,0.0,0.0
