Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,RateIncome,StockOptionLevel,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,FractionYearsAtCompany
Yes,Sales,7.000000000000001,College,Medical,1,0.0,1,1.0,Sales Representative,High,1,2.0000000000000004,1.0,11.0,Excellent,High,0.3883304940374792,2.0000000000000004,2.0,1,7.000000000000001,0.10526315789473684
No,Sales,1.0,College,Medical,0,0.0,0,2.0000000000000004,Sales Executive,Very High,1,2.0000000000000004,1.0,22.0,Outstanding,High,0.40721765991109776,3.0,4.0,0,3.0,0.6666666666666669
Yes,Sales,5.000000000000001,Bachelor,Technical Degree,1,1.0,1,2.0000000000000004,Sales Representative,Very High,1,3.0,0.0,13.999999999999995,Excellent,High,0.6188905547226378,1.0,3.0,1,0.0,0.3684210526315789
No,Sales,1.0,College,Life Sciences,0,1.0,1,3.0,Sales Executive,Very High,1,3.0,0.0,13.999999999999995,MISSING,Very High,0.1655980543886802,1.0,2.0,1,0.0,0.25
No,Human Resources,10.000000000000002,Master,Human Resources,0,0.0,0,5.000000000000001,Manager,Very High,0,3.0,0.0,15.000000000000005,Excellent,Medium,0.3310010156867178,3.0,3.0,0,5.999999999999999,0.043478260869565216
No,Sales,20.000000000000004,Bachelor,Technical Degree,1,1.0,1,1.0,Sales Representative,Very High,1,1.0,0.0,15.000000000000005,Excellent,Medium,0.16348953469208374,1.0,3.0,1,1.0,0.0
No,Research & Development,5.999999999999999,Below College,Life Sciences,1,1.0,0,4.0,Healthcare Representative,High,1,2.0000000000000004,1.0,19.000000000000004,MISSING,Medium,0.2411603158256093,1.0,1.0,1,11.0,0.1666666666666667
No,Sales,7.000000000000001,Master,Marketing,0,1.0,1,3.0,Sales Executive,Low,1,2.0000000000000004,0.0,13.999999999999995,Outstanding,Very High,0.5042889935967151,2.0000000000000004,0.0,1,2.0000000000000004,0.22222222222222227
No,Research & Development,2.0000000000000004,Master,Life Sciences,1,0.0,1,2.0000000000000004,Healthcare Representative,Very High,1,1.0,0.0,12.999999999999995,Excellent,Medium,0.6037075900664568,2.0000000000000004,4.0,1,2.0000000000000004,0.29999999999999993
Yes,Research & Development,21.0,College,Medical,1,1.0,1,2.0000000000000004,Healthcare Representative,Medium,1,4.0,0.0,22.0,Excellent,Very High,0.3849843202361199,1.0,3.0,1,7.000000000000001,0.07692307692307697
No,Research & Development,24.0,Bachelor,Medical,1,1.0,1,1.0,Laboratory Technician,Medium,0,8.000000000000002,0.0,22.0,Excellent,Very High,0.3186144484318927,0.0,3.0,1,3.0,0.5000000000000001
No,Sales,7.000000000000001,Bachelor,Marketing,1,1.0,1,2.0000000000000004,Sales Executive,Low,0,4.0,0.0,11.0,Excellent,Low,0.26747328090340783,3.0,2.0,1,2.0000000000000004,0.5333333333333332
No,Research & Development,8.000000000000002,Master,Life Sciences,1,1.0,1,2.0000000000000004,Laboratory Technician,High,0,7.000000000000001,0.0,11.0,Excellent,High,0.3113795458425819,0.0,3.0,1,0.0,0.5263157894736841
No,Human Resources,4.0,Bachelor,Life Sciences,1,0.0,0,3.0,Human Resources,High,1,4.0,0.0,21.0,MISSING,High,0.6908263836239574,2.0000000000000004,3.0,1,0.0,0.5555555555555556
No,Sales,2.0000000000000004,Master,Life Sciences,1,0.0,0,3.0,Sales Executive,High,1,5.999999999999999,0.0,11.0,Outstanding,Medium,0.4973784556720701,1.0,5.0,1,4.0,0.3076923076923078
No,Research & Development,13.999999999999995,Bachelor,Medical,1,1.0,0,5.000000000000001,Research Director,High,0,1.0,0.0,13.999999999999995,Excellent,Low,0.2324441404468763,0.0,3.0,1,7.000000000000001,0.14285714285714282
No,Research & Development,17.999999999999996,Bachelor,Medical,0,1.0,0,2.0000000000000004,Healthcare Representative,Very High,1,3.0,1.0,16.0,MISSING,High,0.11589714332287356,1.0,2.0,1,0.0,0.4666666666666666
No,Research & Development,5.999999999999999,Master,Other,0,1.0,0,4.0,Research Director,Very High,0,4.0,1.0,13.999999999999995,MISSING,High,0.7727442905278911,1.0,2.0,0,0.0,0.7619047619047621
No,Research & Development,3.0,Master,Life Sciences,1,1.0,0,1.0,Research Scientist,Very High,1,3.0,0.0,17.0,Excellent,Very High,0.1041017884153394,3.0,1.0,1,0.0,1.0
No,Research & Development,1.0,Master,Other,1,0.0,1,1.0,Research Scientist,Low,0,5.000000000000001,0.0,13.999999999999995,Excellent,High,0.2699664760402289,2.0000000000000004,2.0,1,3.0,1.0
No,Research & Development,23.0,College,Medical,1,0.0,1,2.0000000000000004,Laboratory Technician,Very High,1,4.0,0.0,17.0,Excellent,High,0.4694060211554107,1.0,3.0,1,2.0000000000000004,0.5882352941176472
No,Sales,2.0000000000000004,Master,Life Sciences,0,0.0,1,2.0000000000000004,Sales Executive,Very High,1,1.0,0.0,20.000000000000004,Excellent,High,0.10563233918736373,1.0,3.0,1,7.000000000000001,0.14285714285714282
No,Research & Development,7.000000000000001,Master,Medical,0,0.0,1,3.0,Research Director,High,0,4.0,0.0,12.999999999999995,Excellent,Low,0.07961833874416027,0.0,5.0,1,2.0000000000000004,0.46875
No,Research & Development,17.999999999999996,Master,Life Sciences,0,1.0,1,2.0000000000000004,Manufacturing Director,Very High,0,2.0000000000000004,0.0,20.000000000000004,Excellent,Low,0.08882003614768895,0.0,2.0,1,9.0,0.11111111111111112
No,Research & Development,9.0,Doctor,Life Sciences,1,1.0,0,2.0000000000000004,Healthcare Representative,Very High,1,9.0,0.0,13.999999999999995,Excellent,Very High,0.17104339278191252,1.0,2.0,0,2.0000000000000004,1.0
No,Research & Development,20.000000000000004,Below College,Life Sciences,0,0.0,1,2.0000000000000004,Laboratory Technician,High,0,0.0,0.0,13.999999999999995,Excellent,Medium,0.16919232629372885,0.0,5.0,1,3.0,0.5999999999999999
No,Research & Development,2.0000000000000004,College,Life Sciences,1,1.0,0,2.0000000000000004,Healthcare Representative,Very High,0,5.000000000000001,0.0,13.999999999999995,Excellent,Very High,0.3341324921135648,1.0,3.0,1,0.0,0.4705882352941177
No,Research & Development,26.0,Doctor,Medical,0,1.0,1,3.0,Research Director,Low,1,3.0,1.0,17.0,Excellent,High,0.16051715991581106,0.0,1.0,1,0.0,0.14999999999999994
No,Research & Development,1.0,Bachelor,Medical,1,0.0,1,4.0,Research Director,Very High,0,5.999999999999999,0.0,19.000000000000004,Outstanding,Very High,0.7384996461429602,0.0,5.0,0,7.000000000000001,0.3448275862068966
No,Human Resources,1.0,Master,Other,1,0.0,1,1.0,Human Resources,Medium,1,0.0,1.0,11.0,MISSING,Medium,0.4651607963246551,1.0,3.0,1,2.0000000000000004,0.7142857142857143
No,Research & Development,8.000000000000002,Below College,Medical,1,0.0,0,3.0,Research Director,Medium,0,2.0000000000000004,0.0,11.0,Excellent,High,0.7524028914131385,1.0,0.0,1,8.000000000000002,0.6250000000000001
No,Sales,2.0000000000000004,Master,Life Sciences,0,1.0,0,5.000000000000001,Manager,High,0,1.0,1.0,17.999999999999996,Outstanding,Very High,0.5110794103661439,0.0,3.0,1,7.000000000000001,0.6969696969696969
No,Sales,2.0000000000000004,College,Medical,1,1.0,1,4.0,Manager,High,0,5.999999999999999,0.0,12.999999999999995,Excellent,High,0.4511407662505386,1.0,3.0,1,12.999999999999995,0.1818181818181818
No,Sales,21.0,Bachelor,Marketing,1,1.0,1,1.0,Sales Representative,Very High,0,1.0,0.0,17.0,Excellent,Very High,0.8265346534653488,0.0,3.0,1,1.0,0.0
No,Research & Development,1.0,Master,Life Sciences,1,0.0,0,4.0,Manager,Low,1,7.000000000000001,0.0,11.0,Excellent,Low,0.3808412513196642,1.0,2.0,0,2.0000000000000004,0.3333333333333334
No,Research & Development,25.0,Bachelor,Medical,0,1.0,1,3.0,Healthcare Representative,High,0,2.0000000000000004,0.0,23.0,Excellent,Medium,0.8028125955365337,0.0,2.0,1,13.999999999999995,0.08
No,Sales,8.000000000000002,College,Other,1,1.0,1,3.0,Sales Executive,High,0,5.000000000000001,0.0,11.0,Excellent,Low,0.26901874310915114,1.0,0.0,1,4.0,0.2
No,Research & Development,1.0,Master,Medical,1,0.0,1,1.0,Laboratory Technician,High,0,0.0,1.0,11.0,Excellent,High,0.586232095878398,0.0,5.0,0,2.0000000000000004,0.7999999999999999
No,Sales,5.000000000000001,Bachelor,Marketing,1,1.0,0,2.0000000000000004,Sales Executive,High,0,1.0,0.0,12.999999999999995,Excellent,High,0.564352789541521,3.0,3.0,1,9.0,0.4
No,Research & Development,3.0,Master,Medical,1,0.0,1,2.0000000000000004,Manufacturing Director,Low,1,1.0,0.0,11.999999999999998,Excellent,High,0.19617824996311045,1.0,2.0,1,7.000000000000001,0.375
Yes,Research & Development,2.0000000000000004,Bachelor,Life Sciences,0,1.0,1,4.0,Healthcare Representative,Very High,0,7.000000000000001,0.0,11.0,Excellent,Very High,0.15235845574665954,3.0,2.0,1,7.000000000000001,0.2380952380952381
No,Sales,26.0,Below College,Medical,1,0.0,1,2.0000000000000004,Sales Executive,Very High,0,1.0,0.0,23.0,Excellent,Medium,0.2657955890735301,0.0,4.0,0,5.000000000000001,0.6666666666666669
No,Human Resources,5.999999999999999,College,Medical,1,0.0,1,4.0,Manager,Very High,0,1.0,1.0,21.0,Excellent,Very High,0.5742477417870099,0.0,2.0,1,7.000000000000001,0.3333333333333334
No,Research & Development,16.0,College,Medical,0,0.0,1,2.0000000000000004,Healthcare Representative,Low,0,0.0,0.0,19.000000000000004,Excellent,High,0.4278606965174124,0.0,2.0,1,3.0,0.22222222222222227
No,Research & Development,8.000000000000002,Master,Life Sciences,0,0.0,0,3.0,Research Director,Medium,1,5.000000000000001,0.0,16.0,Excellent,Very High,0.6675139806812411,2.0000000000000004,2.0,0,9.0,0.1875
No,Research & Development,4.0,Doctor,Medical,1,1.0,0,4.0,Manager,Very High,1,2.0000000000000004,0.0,25.0,Excellent,Medium,0.3886112102820423,1.0,3.0,1,2.0000000000000004,0.2608695652173913
No,Research & Development,4.0,Below College,Life Sciences,0,0.0,1,5.000000000000001,Research Director,Medium,0,3.0,0.0,13.999999999999995,Excellent,Low,0.1305090104331329,2.0000000000000004,3.0,0,4.0,0.17857142857142858
Yes,Research & Development,16.0,Master,Medical,0,1.0,1,1.0,Laboratory Technician,Medium,0,2.0000000000000004,1.0,12.999999999999995,Excellent,Very High,0.15190409026798313,1.0,2.0,1,2.0000000000000004,0.7999999999999999
No,Sales,4.0,Below College,Medical,1,0.0,1,2.0000000000000004,Sales Executive,High,1,1.0,1.0,11.999999999999998,Outstanding,High,0.1986720136743142,2.0000000000000004,1.0,1,4.0,0.5000000000000001
No,Research & Development,2.0000000000000004,Below College,Technical Degree,1,1.0,0,2.0000000000000004,Laboratory Technician,Low,0,4.0,0.0,12.999999999999995,Outstanding,Very High,0.20453969701575714,0.0,5.0,1,2.0000000000000004,1.0
No,Research & Development,23.0,Master,Life Sciences,1,1.0,1,2.0000000000000004,Healthcare Representative,Very High,0,9.0,0.0,13.999999999999995,Excellent,Medium,0.2151436583946245,1.0,3.0,1,2.0000000000000004,0.7000000000000001
No,Research & Development,7.000000000000001,Bachelor,Other,1,1.0,1,3.0,Manufacturing Director,High,0,3.0,0.0,21.0,MISSING,Medium,0.25306057554719386,0.0,3.0,1,5.000000000000001,0.11764705882352942
No,Research & Development,2.0000000000000004,Below College,Life Sciences,0,1.0,0,1.0,Research Scientist,Medium,1,0.0,0.0,17.0,Excellent,Low,0.16076540605695336,0.0,2.0,0,3.0,0.8333333333333336
